loglik,nu01,nu02,nuBot,T1,T2,misid,theta
-651.3918673584204,11.693423027659968,54.8919914529727,0.19362749902556003,1.9409074294626945,0.5069538390144623,0.015610040276636731,5639.844316203698
-651.2126770055098,20.423990864394092,36.02848581987166,0.19682405987071813,1.9871386240557896,0.5174837235887064,0.016170089006184447,5546.08490548539
-651.2288842154367,17.515243710305867,45.98487563648206,0.19684092956771457,1.990304579447089,0.5172287824444666,0.016213089402079023,5541.779346999665
-651.4355880968136,11.11461865118678,19.51511492428033,0.19344867960947337,1.9421428062849067,0.5009178329152986,0.016278771480033125,5645.030370470052
-651.2517721492644,18.945569608592,26.353107644448663,0.19746773303479342,1.999508502002397,0.5172589117400114,0.016537965644573497,5526.971119019773
-651.1021968412936,37.90904260196804,52.42388177539978,0.20057578794925354,2.0411730108694277,0.531252308807362,0.01660598410833862,5440.910307505015
-651.5721679819204,7.7375052734251994,60.94140967923912,0.1933321465225332,1.942918409044464,0.5006177493024995,0.01618392674549132,5644.530179686343
-651.1998430927831,36.78097193205545,21.322726866874476,0.19812154523691217,2.0083834489569896,0.5211070364013727,0.016456952972207693,5507.226028602398
-651.4782213402445,9.972113430085173,19.854241764501857,0.1939725736600359,1.9528967595541586,0.5010628145802523,0.016534640512413858,5627.448754843608
-651.6400459183675,7.091892646221735,54.77754127706295,0.19284309184006973,1.9362713956030382,0.4978899226140742,0.016230478601652717,5659.899729966391
-651.1638266468294,21.084255070120346,87.07751345943743,0.19913621839133408,2.0221006252515177,0.5257975592283839,0.01644433158699398,5478.644206175306
-651.1444504360828,90.97041982239548,65.59823573711591,0.21024051896523074,2.1880827330082235,0.5592661522738954,0.018290555991866513,5187.031827368231
-651.3843568778076,19.272167055556977,12.991535530087647,0.19538292326709122,1.9732198799478147,0.5070875409104011,0.016565707428153643,5584.867673879242
-651.3138611846773,13.760600773990257,32.244854844926984,0.1968476123154612,1.9914239769068642,0.5141258524784174,0.01653368999587438,5544.597328251034
-651.1238243937634,60.53296591796353,29.555053333278696,0.19902432695139044,2.0193226998213682,0.5265434920624517,0.01630835780169398,5481.779504822707
-651.2830373082927,18.60024272619408,21.2317800090539,0.19712197592851394,1.9958698497171996,0.5150311141150025,0.016616576298022896,5536.248408401889
-651.384562814442,46.28482430169159,10.85703810079485,0.1961987666272245,1.9840074836842143,0.5113974913496635,0.016512575639041096,5560.989052688763
-651.9149146912649,6.104997894264991,8.826213120470902,0.18609899068502397,1.8469621792697815,0.4672230531087124,0.01619629531984715,5864.8078602900405
-651.4026228848412,10.764591140923908,33.33875242775162,0.19525997779729573,1.9669955427498016,0.5079675201241713,0.016404924181319294,5593.344603817294
-651.4343616296716,15.126536454437248,12.736119059176325,0.19435525578030088,1.9584477230926831,0.5026163707632607,0.016731031464050083,5616.033903650348
-651.2929883119707,15.790986566850753,26.123634069727853,0.19674698965086662,1.9903961279705422,0.5140417302222559,0.016504747950996303,5546.481029770402
-651.3270300552703,20.815533764812216,15.341291508131619,0.19557325998583694,1.973194249246417,0.5096034448009508,0.016404135417206117,5580.926369565881
-651.2021831778623,22.053316461441216,33.110889667244514,0.1981525587882314,2.0090062793022545,0.5209722125625892,0.0164743330193151,5506.441049424541
-651.1242236439821,27.8748974178444,72.86128591768068,0.19959890628980492,2.0271912027377095,0.5280520909315306,0.016418267161722993,5466.790652036937
-651.1768178850568,31.84462836134273,26.762395029338766,0.19870950184987876,2.015992307717481,0.5232924979201736,0.016513328996179116,5491.913633471605
-651.3516204357865,11.30082954776722,86.72114560878629,0.19695856768615863,1.993737520070271,0.515126028149649,0.016515034058943497,5539.57659812677
-651.2967961876042,19.87746190551552,18.18123824142239,0.19623586487549807,1.9828952652295873,0.5122078226887531,0.016455133645846387,5561.272374167427
-651.3567293827755,14.2087408065373,19.411565762050035,0.19516323141371833,1.9683697412476198,0.5074588504631107,0.016438765353733144,5592.1258076581535
-651.3971724581137,11.484643911511494,24.60449362257204,0.19481378604982688,1.963873539450718,0.5059748313448891,0.016423340954316107,5601.801785944563
-651.2271539974188,19.13727878288884,33.907797151733064,0.19712495818267803,1.9943768969057487,0.5175551869179752,0.016325008371345144,5534.802183147727
-651.5845056045677,7.579245138302045,98.76501319091973,0.19318015251020162,1.9393505887126137,0.5008580076887605,0.01609542973163361,5650.028491624535
-651.5639654088018,9.519490841139609,13.067110440011282,0.19127165648774164,1.9162504071903639,0.4905084876963058,0.01628972758519373,5705.52316443518
-651.1203878490439,26.64975512428114,99.74874314992006,0.20015286161217774,2.0354320667778287,0.5299465559455249,0.016539181716799228,5451.709739123686
-651.3839937919845,10.593885748822727,84.55580158935305,0.1949369818587757,1.963175899610173,0.5092350424419088,0.016141531728324398,5597.606350961091
-651.2203347229758,26.05397721459517,22.927201608397755,0.19835166019012818,2.011208948696256,0.5206895592219927,0.016609507331641384,5503.346761868017
-651.9372965102792,5.588612422475782,37.1468729325335,0.18462429238589667,1.81258679244314,0.472818472663152,0.014573230544811714,5915.9618258470755
-651.3139450858114,30.953920919442673,13.867165668883022,0.1964556207516425,1.9864657993560004,0.5129990123899051,0.016469910157246054,5554.3644605346535
-651.2509401335412,15.081669374444012,74.0358418629031,0.1988795734344194,2.0205730031423395,0.5224794211604219,0.01670221155959485,5486.095868100034
-651.0566217853734,49.85816719164566,93.24649397747334,0.20154792791217246,2.0541485348528545,0.5358102467509511,0.016604947533958764,5414.361715223959
-651.0961871336023,34.99566225804259,75.59140713227299,0.199798597339415,2.031098499861696,0.5297852789094101,0.016331601663748356,5459.142758947884
-651.1522079273144,22.12136466803044,98.49028466734676,0.20028991779846952,2.0381802620066236,0.529315515469459,0.01668316718217915,5448.463733527352
-651.2822774058527,14.259893168872026,50.946860206335344,0.19861904484781684,2.016943799557107,0.5205150298549498,0.016882419603115165,5494.662431288193
-651.2225616349112,18.160989787529605,42.585846292178,0.19811671863082395,2.008398194831022,0.5205814450949292,0.016481538418633306,5507.96723291261
-651.1325525175612,29.084709988815124,51.4588738398276,0.1992421657232146,2.023009543950661,0.5266515715539525,0.01641507011558978,5475.926118787717
-651.1469318817165,28.23692427434779,42.81813628401002,0.19899840906585095,2.0194305385700857,0.5253658733201193,0.01643504204677317,5483.3918067916275
-651.3140125916203,13.920786375570572,30.54930884168249,0.19579761386190622,1.976758858422919,0.5113158252481415,0.0163326016422212,5572.606010174031
-651.5580962434037,36.715738255739865,11.86185119731251,0.18585392180494645,1.8272654167735838,0.48519798777397044,0.013715927194026612,5867.926369728916
-651.1481172143317,40.184118913187575,29.00082214571762,0.19947530338172118,2.0255063450867716,0.5265657840123152,0.016618558399991257,5472.037593242507
-651.2579496134413,15.526249954617644,46.73994974545931,0.1983603927365292,2.012203472709892,0.5203303039067689,0.016696414346094642,5502.276639625743
-651.7170365455947,6.538970730070854,35.58215455716392,0.19063031804369818,1.908080414035556,0.4896227275785779,0.01608930792074536,5720.726136422344
-651.3705015020602,21.823202081580014,12.85162476209809,0.19498042454249834,1.965992069496143,0.5068220045664226,0.016399408170128575,5596.997977210764
-651.7942725255514,6.949559889150833,9.999163008314417,0.18640627343314267,1.8492024650306473,0.4716415255483445,0.015847202245057233,5853.305531899361
-651.4698607077896,11.618493816590195,16.239205030338844,0.18989313130788316,1.895062064261181,0.49106404362046935,0.015479834609809413,5740.96451058572
-651.2152036208913,17.884423269198898,53.192766588453864,0.19859735712356108,2.0150478541262498,0.5223528067548832,0.016581747429663115,5494.819166603454
-651.4711534146937,13.648034558810663,12.004430880478779,0.19239189203286694,1.9312511191564035,0.49614556725928155,0.016259227838605672,5671.097543366007
-651.0371480268699,77.23564836711849,77.91583213049968,0.20185164363745792,2.0581640655703217,0.5372250665545313,0.016584111743434857,5406.174629336676
-651.3897013338112,11.969115435379447,22.802990128388153,0.19501513938304477,1.9667922690429076,0.5064995014754905,0.016500221443827838,5596.275269512215
-651.1582146165749,28.698756928660185,35.67098463497134,0.1990138676713053,2.0193137712080893,0.5249104739062145,0.016524639017558615,5484.295257784367
-651.1340516420212,68.95767749202899,26.15364876411454,0.2000847169768643,2.0341950928068036,0.5290673703464354,0.016597888738783935,5454.805687897682
-651.1616869012653,85.79282148351237,21.344613355727027,0.19948746069207318,2.0269977033193456,0.5267784546734886,0.01654465513107899,5469.547012894947
-651.8606369227266,7.392009968885556,7.5107119062484395,0.18594012522974102,1.8454754601478571,0.46763928807030086,0.016045434152944484,5867.036835584059
-651.3119237839787,12.439120842443234,85.325339247848,0.1968384425695657,1.9896246786648013,0.5158155126497631,0.016357981556609204,5544.84452976162
-651.273169320078,55.49656192123268,14.376643684805138,0.1980302244731386,2.0087649504099314,0.519259917397275,0.0166095990166275,5509.471076518422
-651.2998150634529,13.61052535115905,43.73746614658055,0.1972682824224182,1.997376654379987,0.5162353046554814,0.01654973356568459,5532.093411300588
-651.2665036743599,14.636084935944872,62.42067287820365,0.19616318850455494,1.9817627502565622,0.5148287876485698,0.016142185203947775,5559.212841147707
-651.6032924194809,7.792144479874753,21.31804139823826,0.1918419743603806,1.9242235939658623,0.4929988792811633,0.01631978996400542,5688.12128385029
-651.1227237706308,27.749366314032315,76.15544219625731,0.20078656405242012,2.044041198632259,0.5314033504648451,0.016698696286452333,5436.222957689254
-651.1294129458274,47.99956820863595,31.128247985353415,0.19884426359561058,2.015965090489747,0.5257435006761916,0.0163164443280061,5488.137680307749
-651.5900265121538,8.853542303231754,13.588421899665722,0.19014121645923027,1.900293374127893,0.4871879282402488,0.016054418244466042,5738.126257720431
-651.2129982777091,21.03010423534001,32.10518019392462,0.19805507392519317,2.0070484269322355,0.5203376457749855,0.01650239311693356,5510.370287055612
-651.6622509459712,6.891232516738311,72.79278536161414,0.1923851731952548,1.9308422961136003,0.4968739960872719,0.016074399190155013,5670.805786348373
-651.2210040809107,34.06432808137592,19.664828615225925,0.19763980414004384,2.000018652638955,0.5191249772593378,0.0163913699950142,5523.175841710365
-651.3845022472761,10.583883152548598,71.41296567274287,0.19584974759738483,1.9770406756156238,0.5112681535097573,0.016344283094338993,5572.082989241474
-651.1377043109575,51.57360991334277,27.822147409447158,0.19979030689533275,2.0306458171651296,0.5279136951830958,0.016569891586602395,5462.129471627681
-651.3221889781883,17.71338697337179,17.671576388004333,0.1959344390480557,1.9803682438364443,0.5104139275512483,0.016466272948480472,5568.294539854084
-651.1162422243063,31.232728420458912,59.754324748253154,0.1998361244921376,2.0306847680966658,0.5288980195286176,0.01647935426920118,5460.573429691957
-651.1585308489199,25.373715644589463,44.72455435667928,0.19918208954330496,2.0226153215846847,0.5254724743111036,0.016519686571596356,5478.323196816341
-651.7002962481297,7.045287766537335,16.736522333107153,0.18815867875794917,1.8739332104170336,0.480795263926618,0.015709929444026965,5794.506533031136
-651.2549839085746,23.19986255971666,21.09093440708982,0.19921303618305083,2.025765791136942,0.5217289165595705,0.017041691193550288,5479.081828223469
-651.0455870868284,64.6800918659368,78.70402123765582,0.2015878892917453,2.054180481004797,0.536231977458276,0.016570028218283534,5413.647210890619
-651.1262211630467,29.12513292939069,58.147903645219756,0.19954183531617192,2.026492406059752,0.5277642910515253,0.016458485149866083,5468.731757004778
-651.1803839991145,39.48513044113022,23.208944306730384,0.1986134304170946,2.0144836321791457,0.5231467935302194,0.01648787400134353,5494.512437801916
-651.3407092208082,13.291938524386444,26.407876893884584,0.1950467565211674,1.9669500282966987,0.5083010086122076,0.016264608221041893,5593.236065342279
-651.392557592314,15.105144827680112,15.476623800154847,0.19649045673239948,1.9865948802281828,0.5100011943893216,0.01688101973338268,5559.431175400923
-651.6155177165028,30.09215792521835,7.476062150065768,0.19341228818754663,1.945946769567996,0.49802678309268195,0.016572822412580707,5643.56287519875
-651.1997161604063,18.83891853416501,58.10121515165965,0.19861180436139705,2.014639393164828,0.5229678127780546,0.0165061145271293,5494.490552697797
-651.312029676742,36.614722621835874,13.495582526920943,0.19588111422454382,1.976140000868018,0.5120186855760918,0.01627679802791367,5572.275664834179
-651.0744926371359,61.38719983328634,48.22333567679387,0.20092007030943498,2.044110471276028,0.5333307554662653,0.016550405131735942,5433.195146923407
-651.2600128074207,16.652246006755817,32.73575496135696,0.1969303559855228,1.9923123232777644,0.5159305766914521,0.016407613433092452,5540.533344253593
-651.3716826211855,21.67844128330046,13.030486075627755,0.19345655450285978,1.9445005904360497,0.5030075732904495,0.015975944400556098,5638.285028657749
-654.9617115165789,21.622394641434123,92.33153678100877,0.16084379002278987,1.4502772289715942,0.42569386968537964,0.005359727990102031,6760.815014675374
-651.3887086179343,10.965962448818525,37.12191037086318,0.1956970982439386,1.975744719794505,0.5095440149657202,0.01650287547876472,5576.947681329195
-651.2685105091894,15.214863271391737,41.25603083127637,0.1972582047924474,1.996597220422897,0.5169383780566383,0.01647462856540574,5532.124170218266
-651.3787711245784,29.18318605527206,11.931694212274273,0.19773265507179905,2.005232651618106,0.51463018578686,0.01701069947956028,5521.962263217575
-651.1547328517364,25.000740591088345,49.86026988264998,0.1993659298450249,2.0250020954930905,0.5261884513690204,0.01653633204305333,5473.485188663894
-651.2091003270314,21.580011476347725,33.86160643722218,0.19989447785174722,2.0363004029663045,0.525392439282341,0.016917837269990146,5457.4623595691855
-651.2671653338477,23.383615850657094,18.847175584910183,0.19733288868147003,1.9973560215572514,0.5162595584835521,0.016570251082824294,5531.820930038305
-651.1867374857283,21.154677556013393,46.267923282635124,0.19863893090145512,2.0148897211730596,0.523167005903628,0.016498432173618797,5493.78339938918
-651.049987471557,63.307047133156594,72.22117664486694,0.20142327262954762,2.0522764145394348,0.5355712332117895,0.016534287548776744,5417.540373434231
-651.5415634913187,8.19683410174095,39.27991433189054,0.1938437969657224,1.9523889098589522,0.501439085041961,0.016356638292678197,5627.874985056069
